,NSGA-II,SPEA2,MOEA/D
hypervolume,0.0,0.0,0.0
spread,0.5477785035335082,0.476789234447815,0.836336930497134
igd,5.581531823595522,7.872042365726711,5.207372875344407
gd,0.9030801566737936,0.5831792031914115,0.0
pareto_size,100.0,50.0,184.0
execution_time,150.238703250885,150.78200316429138,82.05714297294617
memory_usage,1.7161550521850586,2.902174949645996,1.646418571472168
convergence_speed,0.0,0.0,0.0
